CrashId,Latitude,Longitude,Town Name,Date Of Crash,Crash Severity,Most Severe Injury,Route Class,Route Class Text Format,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description
398011,41.75695,-72.73628,West Hartford,3/7/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,BOULEVARD,
397313,41.74074,-72.733109,West Hartford,3/7/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,Exeter Ave. 
397264,41.754654,-72.735359,West Hartford,3/7/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,PARK RD,
396944,41.7556,-72.73521,West Hartford,3/7/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,Vera St. 
396726,41.754811,-72.744205,West Hartford,3/7/18,A,B,4,Local,460,SOUTH MAIN ST NO 2,SOUTH MAIN ST NO 2,,Meadowbrook Road
481693,41.748444,-72.715252,West Hartford,3/8/18,O,O,4,Local,394,PROSPECT AV,PROSPECT AV,,Westphal Street
397282,41.76503,-72.725919,West Hartford,3/8/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Walkley Road
397281,41.737152,-72.725191,West Hartford,3/8/18,O,O,4,Local,486,TALCOTT RD,TALCOTT RD,GRASSMERE AV,
397280,41.7648,-72.727598,West Hartford,3/8/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,LILLEY RD,
396945,41.725202,-72.724656,West Hartford,3/8/18,O,O,4,Local,447,SHIELD ST,SHIELD ST,,South Street
398005,41.746089,-72.715559,West Hartford,3/9/18,O,O,4,Local,288,LEVESQUE AV,LEVESQUE AV,,Prospect ave
397284,41.753134,-72.743154,West Hartford,3/9/18,O,O,4,Local,371,PARK RD,PARK RD,,South Main St
400433,41.750839,-72.720451,West Hartford,3/10/18,O,O,4,Local,269,KANE ST,KANE ST,,Oakwood Ave.
400371,41.744426,-72.763965,West Hartford,3/10/18,A,B,4,Local,505,TUNXIS RD,TUNXIS RD,WATERSIDE LA,
399219,41.742022,-72.71707,West Hartford,3/10/18,A,C,4,Local,342,NEW PARK AV,NEW PARK AV,,Flatbush Ave.
481840,41.756274,-72.714781,West Hartford,3/11/18,O,O,4,Local,371,PARK RD,PARK RD,PARK ST,
399733,41.784394,-72.746844,West Hartford,3/11/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,,Sims Rd
399300,41.75439305,-72.76710901,West Hartford,3/12/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Boulevard
398301,41.764489,-72.730114,West Hartford,3/12/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Auburn Road
398239,41.72579,-72.743676,West Hartford,3/12/18,O,O,4,Local,459,SOUTH MAIN ST NO 1,SOUTH MAIN ST NO 1,,Hall st
398632,41.759033,-72.744424,West Hartford,3/13/18,O,O,4,Local,282,LA SALLE RD,LA SALLE RD,,Arapahoe Road
402003,41.76015,-72.716836,West Hartford,3/14/18,A,B,4,Local,,BOULEVARD,BOULEVARD,,Lockwood Ter.
399220,41.750516,-72.721601,West Hartford,3/14/18,O,O,4,Local,269,KANE ST,KANE ST,ST CHARLES ST,
398985,41.793237,-72.762722,West Hartford,3/14/18,A,C,4,Local,302,LOSTBROOK RD,LOSTBROOK RD,,Fairfield Rd
398966,41.76048,-72.74496,West Hartford,3/14/18,O,O,4,Local,282,LA SALLE RD,LA SALLE RD,,Farmington Avenue
399581,41.77281,-72.74483,West Hartford,3/15/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,LINBROOK RD,
400373,41.778933,-72.736031,West Hartford,3/16/18,O,O,4,Local,14,ASYLUM AV,ASYLUM AV,,Trout Brook Dr.
399583,41.758826,-72.744435,West Hartford,3/16/18,O,O,4,Local,282,LA SALLE RD,LA SALLE RD,,Ellsworth Rd.
399582,41.749022,-72.776257,West Hartford,3/16/18,O,O,4,Local,68,BUENA VISTA RD,BUENA VISTA RD,,Farmington Avenue
401539,41.777822,-72.765521,West Hartford,3/17/18,O,O,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Wintergreen La.
401504,41.764523,-72.729898,West Hartford,3/18/18,A,C,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Lancaster rd
400376,41.770483,-72.717955,West Hartford,3/19/18,O,O,4,Local,239,HIGHLAND ST,HIGHLAND ST,,FERN ST
400178,41.76575,-72.76479,West Hartford,3/19/18,O,O,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,FERN ST,
400155,41.765674,-72.742564,West Hartford,3/19/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,WHITMAN AV,
400154,41.784964,-72.765998,West Hartford,3/19/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,MOUNTAIN FARMS RD,
399737,41.761211,-72.740848,West Hartford,3/19/18,O,O,4,Local,261,ISHAM RD,ISHAM RD,,New St.
401574,41.75583,-72.72909,West Hartford,3/20/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,,Park Rd
401889,41.754622,-72.756803,West Hartford,3/22/18,A,B,4,Local,524,WARDWELL RD,WARDWELL RD,BOULEVARD,
401575,41.731088,-72.717033,West Hartford,3/22/18,A,C,4,Local,320,MERILINE AV,MERILINE AV,,New Britain Avenue
402181,41.757618,-72.743142,West Hartford,3/23/18,O,O,4,Local,460,SOUTH MAIN ST NO 2,SOUTH MAIN ST NO 2,,Burr St
401576,41.7603336,-72.71619855,West Hartford,3/23/18,O,O,4,Local,,1444 Boulevard (lot),1444 Boulevard (lot),,1444 Boulevard
403886,41.740961,-72.718034,West Hartford,3/24/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,,Flatbush Ave.
403169,41.76943,-72.73725,West Hartford,3/24/18,A,C,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,FERN ST,
402463,41.760626,-72.742129,West Hartford,3/24/18,A,B,4,Local,460,SOUTH MAIN ST NO 2,SOUTH MAIN ST NO 2,,Memorial Road
401577,41.75645,-72.71481,West Hartford,3/25/18,O,O,4,Local,371,PARK RD,PARK RD,PROSPECT AVE,
482024,41.760646,-72.715343,West Hartford,3/26/18,O,O,4,Local,,WEST BOULEVARD,WEST BOULEVARD,PROSPECT AV,
403171,41.73817,-72.72015,West Hartford,3/26/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,OAKWOOD AV NO 1,
403170,41.76540465,-72.7191295,West Hartford,3/26/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Highland Street
402098,41.72468,-72.71695,West Hartford,3/26/18,A,C,4,Local,243,HILLCREST AV,HILLCREST AV,STEVEN ST,
401891,41.797875,-72.747678,West Hartford,3/26/18,O,O,4,Local,358,OLD MEADOW RD,OLD MEADOW RD,218-E,
403172,41.75488976,-72.75389529,West Hartford,3/27/18,O,O,4,Local,42,BOULEVARD,BOULEVARD,LEMAY ST,
402465,41.76263154,-72.73801328,West Hartford,3/27/18,A,C,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,Farmington Avenue
402102,41.758058,-72.742969,West Hartford,3/27/18,O,O,4,Local,460,SOUTH MAIN ST NO 2,SOUTH MAIN ST NO 2,ELLSWORTH RD,
402100,41.75843277,-72.72920792,West Hartford,3/27/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,BOULEVARD,
403177,41.743766,-72.730056,West Hartford,3/29/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,CROCKER AV,
405579,41.749042,-72.729282,West Hartford,3/30/18,A,C,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,,St. Augustine St
404511,41.75317,-72.715038,West Hartford,3/30/18,O,O,4,Local,394,PROSPECT AV,PROSPECT AV,,Kane Street
404510,41.731583,-72.72948,West Hartford,3/30/18,A,C,4,Local,73,CAMBRIDGE ST,CAMBRIDGE ST,,New Britain Avenue
403180,41.754518,-72.738032,West Hartford,3/30/18,O,O,4,Local,371,PARK RD,PARK RD,RAYMOND RD,
403179,41.755902,-72.747725,West Hartford,3/30/18,O,O,4,Local,42,BOULEVARD,BOULEVARD,FOUR MILE RD,
403178,41.761012,-72.745146,West Hartford,3/30/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,LA SALLE RD,
404512,41.752639,-72.715067,West Hartford,3/31/18,A,B,4,Local,394,PROSPECT AV,PROSPECT AV,,KANE ST
404005,41.757018,-72.717553,West Hartford,3/31/18,A,A,4,Local,371,PARK RD,PARK RD,TOBEY ST,
403887,41.764117,-72.715999,West Hartford,3/31/18,O,O,4,Local,394,PROSPECT AV,PROSPECT AV,,LOWELL RD
403711,41.760062,-72.744059,West Hartford,3/31/18,O,O,4,Local,,60 La Salle Road,60 La Salle Road,,Arapahoe Road
402930,41.78875,-72.759611,West Hartford,3/31/18,O,O,4,Local,229,HAMLIN DR,HAMLIN DR,,Huntington Dr.
402929,41.754158,-72.73803,West Hartford,3/31/18,O,O,4,Local,371,PARK RD,PARK RD,RAYMOND RD,
402931,41.760038,-72.740478,West Hartford,4/1/18,O,O,4,Local,261,ISHAM RD,ISHAM RD,,Raymond Road
528464,41.759902,-72.715273,West Hartford,4/2/18,A,B,4,Local,,CAPITOL AV,CAPITOL AV,PROSPECT AV,
403714,41.78676,-72.76617,West Hartford,4/2/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Albany Avenue
403713,41.742222,-72.716859,West Hartford,4/2/18,A,B,4,Local,342,NEW PARK AV,NEW PARK AV,FLATBUSH AV,
404899,41.762408,-72.740278,West Hartford,4/3/18,A,C,4,Local,169,FARMINGTON AV,FARMINGTON AV,RAYMOND RD,
403889,41.765264,-72.718039,West Hartford,4/3/18,A,C,4,Local,169,FARMINGTON AV,FARMINGTON AV,HIGHLAND ST,
482164,41.756405,-72.714762,West Hartford,4/4/18,A,C,4,Local,371,PARK RD,PARK RD,PARK ST,
405586,41.751608,-72.729,West Hartford,4/4/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,ST JAMES ST,
405585,41.755975,-72.761954,West Hartford,4/4/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,RIDGEWOOD RD,
405584,41.763656,-72.741916,West Hartford,4/4/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,, Loomis Dr
405583,41.749109,-72.715279,West Hartford,4/4/18,O,O,4,Local,394,PROSPECT AV,PROSPECT AV,CAYA AVE,
405582,41.746846,-72.715342,West Hartford,4/4/18,O,O,4,Local,394,PROSPECT AV,PROSPECT AV,BOULANGER AV,Boulanger Ave
404900,41.768972,-72.742963,West Hartford,4/4/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,FERN ST,
404514,41.76647,-72.74263,West Hartford,4/4/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,LOOMIS DR,
404513,41.769306,-72.737332,West Hartford,4/4/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,Fern Street
405469,41.75667,-72.73854,West Hartford,4/5/18,A,C,4,Local,42,BOULEVARD,BOULEVARD,RAYMOND RD,
405468,41.762731,-72.738116,West Hartford,4/5/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,FARMINGTON AV,
404901,41.75667,-72.73854,West Hartford,4/5/18,O,O,4,Local,401,RAYMOND RD,RAYMOND RD,BOULEVARD,
406700,41.742308,-72.716972,West Hartford,4/6/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,,Flatbush Ave.
405842,41.761114,-72.744843,West Hartford,4/6/18,A,C,4,Local,169,FARMINGTON AV,FARMINGTON AV,LA SALLE RD,
406315,41.783414,-72.765935,West Hartford,4/7/18,O,O,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Flagg Road
405845,41.761795,-72.742867,West Hartford,4/8/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,,North Main Street
405844,41.75962,-72.7226,West Hartford,4/8/18,O,O,4,Local,42,BOULEVARD,BOULEVARD,ARNOLDALE RD,
405843,41.778676,-72.737023,West Hartford,4/8/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,Asylum Ave
405472,41.748347,-72.715273,West Hartford,4/8/18,O,O,4,Local,394,PROSPECT AV,PROSPECT AV,,Westphal Street
406316,41.762176,-72.741793,West Hartford,4/9/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,FARMINGTON AV,
405846,41.726529,-72.719918,West Hartford,4/9/18,O,O,4,Local,447,SHIELD ST,SHIELD ST,,Hurlbut Street
405826,41.739776,-72.718837,West Hartford,4/9/18,A,B,4,Local,342,NEW PARK AV,NEW PARK AV,,
405825,41.785898,-72.746582,West Hartford,4/9/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,218-E,
406318,41.758118,-72.742918,West Hartford,4/10/18,O,O,4,Local,460,SOUTH MAIN ST NO 2,SOUTH MAIN ST NO 2,ELLSWORTH RD,
406739,41.75467,-72.73534,West Hartford,4/11/18,A,C,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,PARK RD,
406320,41.762828,-72.741982,West Hartford,4/11/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,BRACE RD,
406667,41.77897,-72.73709,West Hartford,4/12/18,A,C,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,ASYLUM AVE,
408132,41.749624,-72.761114,West Hartford,4/13/18,O,O,4,Local,433,SEDGWICK RD,SEDGWICK RD,RIDGEWOOD RD,
407270,41.77925,-72.74615,West Hartford,4/13/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,ASYLUM AV,
407269,41.782028,-72.765827,West Hartford,4/13/18,O,O,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Flagg Road
407565,41.74255,-72.716704,West Hartford,4/14/18,A,C,4,Local,342,NEW PARK AV,NEW PARK AV,FLATBUSH AV,FLATBUSH AVE/NEW PARK AVE
407271,41.773848,-72.730059,West Hartford,4/14/18,O,O,4,Local,15,AUBURN RD,AUBURN RD,,Bainbridge Rd
408133,41.761011,-72.745209,West Hartford,4/15/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,lasalle rd,
407942,41.776913,-72.736715,West Hartford,4/15/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,DUFFIELD DR
407944,41.758512,-72.753303,West Hartford,4/16/18,A,C,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Westland Avenue
407943,41.755574,-72.73039,West Hartford,4/16/18,A,C,4,Local,371,PARK RD,PARK RD,,South Quaker Lane
407566,41.765144,-72.723274,West Hartford,4/16/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Arnoldale Road
408134,41.756132,-72.735983,West Hartford,4/17/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,Vera St
408095,41.757376,-72.722425,West Hartford,4/17/18,O,O,4,Local,617,OAKWOOD AV NO 2,OAKWOOD AV NO 2,,Park Rd
408057,41.742071,-72.717068,West Hartford,4/17/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,FLATBUSH AV,
407946,41.754817,-72.734837,West Hartford,4/17/18,O,O,4,Local,371,PARK RD,PARK RD,,Trout Brook Dr
408279,41.75493,-72.75385,West Hartford,4/18/18,A,C,4,Local,42,BOULEVARD,BOULEVARD,LEMAY ST,
409823,41.743688,-72.715933,West Hartford,4/19/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,,Foley St
409596,41.784514,-72.746874,West Hartford,4/19/18,A,C,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,,Albany Ave
408219,41.742092,-72.717522,West Hartford,4/19/18,A,C,4,Local,342,NEW PARK AV,NEW PARK AV,,Flatbush Ave.
408135,41.742973,-72.717426,West Hartford,4/19/18,O,O,4,Local,3,AHERN ST,AHERN ST,,Selldan Street
409597,41.762789,-72.742654,West Hartford,4/20/18,O,O,4,Local,43,BRACE RD,BRACE RD,,North Main Street
409018,41.73633,-72.73038,West Hartford,4/20/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,TROUT BROOK DR,
409017,41.770618,-72.717987,West Hartford,4/20/18,O,O,4,Local,177,FERN ST,FERN ST,HIGHLAND ST,
408602,41.75388,-72.76147,West Hartford,4/20/18,O,O,4,Local,411,RIDGEWOOD RD,RIDGEWOOD RD,BOULEVARD,
408601,41.761336,-72.745432,West Hartford,4/20/18,O,O,4,Local,123,DALE ST,DALE ST,,Farmington Ave
408599,41.764041,-72.764971,West Hartford,4/20/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Stoner Drive
409598,41.768448,-72.765051,West Hartford,4/21/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,WEST NORMANDY DR,
409612,41.753341,-72.715013,West Hartford,4/22/18,A,B,4,Local,394,PROSPECT AV,PROSPECT AV,,Kane Street
408894,41.764182,-72.750463,West Hartford,4/22/18,O,O,4,Local,555,WHITMAN AV,WHITMAN AV,,Grennan Road
409020,41.762869,-72.738479,West Hartford,4/23/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,TROUT BROOK DR,
409019,41.737262,-72.722389,West Hartford,4/23/18,O,O,4,Local,486,TALCOTT RD,TALCOTT RD,,New Park Ave
410768,41.757042,-72.736087,West Hartford,4/24/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,BOULEVARD,
410767,41.785728,-72.766071,West Hartford,4/24/18,O,O,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Albany Ave
409824,41.742201,-72.717097,West Hartford,4/24/18,A,C,4,Local,342,NEW PARK AV,NEW PARK AV,FLATBUSH AV,
411357,41.754418,-72.729138,West Hartford,4/25/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,RICHARD ST,
410770,41.738495,-72.734639,West Hartford,4/25/18,O,O,4,Local,310,MANCHESTER CIR,MANCHESTER CIR,,Manchester Circle
409847,41.731168,-72.743312,West Hartford,4/25/18,A,C,4,Local,459,SOUTH MAIN ST NO 1,SOUTH MAIN ST NO 1,,New Britain Avenue
409846,41.731213,-72.743264,West Hartford,4/25/18,O,O,4,Local,459,SOUTH MAIN ST NO 1,SOUTH MAIN ST NO 1,,New Britain Ave
409845,41.7268,-72.724574,West Hartford,4/25/18,O,O,4,Local,457,SOUTH ST,SOUTH ST,,Hurlbut St.
409844,41.764122,-72.729533,West Hartford,4/25/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,,QUAKER LN S
409825,41.77306,-72.74489,West Hartford,4/25/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,WYNDWOOD RD,
409599,41.760163,-72.715687,West Hartford,4/25/18,O,O,4,Local,42,BOULEVARD,BOULEVARD,PROSPECT AV,
411359,41.771662,-72.744168,West Hartford,4/26/18,A,C,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,,Linnard Road
410801,41.76568,-72.742521,West Hartford,4/26/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,WHITMAN AV,
410799,41.738244,-72.720109,West Hartford,4/26/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,OAKWOOD AV NO 1,
410798,41.743217,-72.715768,West Hartford,4/26/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,,New Park Avenue
411360,41.757888,-72.763843,West Hartford,4/27/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Roberts Lane
410826,41.789746,-72.76638,West Hartford,4/27/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,FAIRFIELD RD,
410825,41.75337,-72.729158,West Hartford,4/27/18,A,B,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,,THOMAS ST
418728,41.759816,-72.720675,West Hartford,4/28/18,O,O,4,Local,42,BOULEVARD,BOULEVARD,,Beverly Rd
411643,41.783741,-72.739438,West Hartford,4/28/18,A,B,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,HAYNES RD NO 1,
410831,41.742858,-72.72627,West Hartford,4/28/18,A,C,4,Local,185,FLATBUSH AV,FLATBUSH AV,PRICE BLVD NO 2,
410830,41.766841,-72.764767,West Hartford,4/28/18,O,O,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Fern St.
410829,41.737454,-72.775625,West Hartford,4/28/18,O,O,4,Local,598,DEER RUN DR,DEER RUN DR,,Birch Hill Dr.
410827,41.765466,-72.718044,West Hartford,4/28/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,HIGHLAND ST,
423443,41.75784772,-72.72083647,West Hartford,4/29/18,A,B,4,Local,371,PARK RD,PARK RD,KINGSTON ST,
411361,41.758229,-72.763592,West Hartford,4/29/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,Gloucester Lane
411366,41.758279,-72.729985,West Hartford,4/30/18,O,O,4,Local,42,BOULEVARD,BOULEVARD,,South Quaker Lane
411363,41.776831,-72.73674,West Hartford,4/30/18,A,C,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,Duffield Dr.
411362,41.765634,-72.762236,West Hartford,4/30/18,O,O,4,Local,177,FERN ST,FERN ST,,Willow Brook Rd
411368,41.749125,-72.717756,West Hartford,5/1/18,O,O,4,Local,81,CAYA AV,CAYA AV,,Prospect Avenue
411367,41.80531,-72.767484,West Hartford,5/1/18,O,O,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,STILL RD,
414646,41.77925,-72.74615,West Hartford,5/2/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,ASYLUM AV,
414645,41.760036,-72.74807,West Hartford,5/2/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,WOODROW ST,
415089,41.749495,-72.722151,West Hartford,5/3/18,O,O,4,Local,556,WILFRED ST,WILFRED ST,,Oakwood Avenue
415088,41.731172,-72.743307,West Hartford,5/3/18,O,O,4,Local,459,SOUTH MAIN ST NO 1,SOUTH MAIN ST NO 1,,New Britain Ave
415065,41.733927,-72.758307,West Hartford,5/3/18,A,C,4,Local,411,RIDGEWOOD RD,RIDGEWOOD RD,,Beechwood Rd.
415064,41.750532,-72.721336,West Hartford,5/3/18,O,O,4,Local,269,KANE ST,KANE ST,,Oakwood Ave
415091,41.752456,-72.73071,West Hartford,5/4/18,O,O,4,Local,521,WALTER AV,WALTER AV,WHITE AV,
415090,41.733159,-72.731159,West Hartford,5/4/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,,New Britain Ave
416123,41.76078,-72.741981,West Hartford,5/5/18,A,B,4,Local,460,SOUTH MAIN ST NO 2,SOUTH MAIN ST NO 2,,Memorial Dr
415094,41.74234,-72.716852,West Hartford,5/5/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,FLATBUSH AV,
415093,41.757534,-72.733461,West Hartford,5/5/18,O,O,4,Local,42,BOULEVARD,BOULEVARD,,South Quaker La
415092,41.735426,-72.730699,West Hartford,5/5/18,A,C,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,,Trout Brook Dr
477382,41.760685,-72.715414,West Hartford,5/6/18,A,B,4,Local,,WEST BOULEVARD,WEST BOULEVARD,PROSPECT AV,
415301,41.756739,-72.763909,West Hartford,5/6/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,ROBERTS LA,
477408,41.759161,-72.715253,West Hartford,5/7/18,A,B,4,Local,394,PROSPECT AV,PROSPECT AV,,Prospect Lane
416137,41.782475,-72.765861,West Hartford,5/7/18,A,C,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,,ALBANY AVE
415387,41.74068,-72.733098,West Hartford,5/7/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,,EXETER AVE
415352,41.741119,-72.717861,West Hartford,5/7/18,A,C,4,Local,342,NEW PARK AV,NEW PARK AV,,Darcy Street
415393,41.771109,-72.731473,West Hartford,5/8/18,O,O,4,Local,120,CUMBERLAND RD,CUMBERLAND RD,,Fern St
415392,41.758306,-72.729219,West Hartford,5/8/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,BOULEVARD,
415391,41.7576,-72.74831,West Hartford,5/8/18,O,O,4,Local,191,FOUR MILE RD,FOUR MILE RD,ELLSWORTH RD,
415389,41.756189,-72.714811,West Hartford,5/8/18,O,O,4,Local,394,PROSPECT AV,PROSPECT AV,,Park Road
418262,41.766382,-72.718055,West Hartford,5/9/18,A,C,4,Local,239,HIGHLAND ST,HIGHLAND ST,,FARMINGTON AVE
415394,41.73643,-72.743281,West Hartford,5/9/18,O,O,4,Local,26,BEECHWOOD RD,BEECHWOOD RD,,South Main Street
477451,41.762439,-72.715636,West Hartford,5/10/18,O,O,4,Local,394,PROSPECT AV,PROSPECT AV,WARRENTON AV,
415432,41.778754,-72.729721,West Hartford,5/10/18,O,O,4,Local,14,ASYLUM AV,ASYLUM AV,AUBURN RD,
415429,41.761368,-72.764738,West Hartford,5/10/18,O,O,4,Local,334,MOUNTAIN RD NO 1,MOUNTAIN RD NO 1,GLENWOOD RD,
418729,41.756345,-72.729166,West Hartford,5/11/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,,PARK RD
415454,41.776227,-72.731225,West Hartford,5/12/18,A,C,4,Local,322,MIDDLEBROOK RD,MIDDLEBROOK RD,CUMBERLAND RD,
418745,41.754964,-72.733644,West Hartford,5/14/18,O,O,4,Local,371,PARK RD,PARK RD,,Gifford Rd
429888,41.768555,-72.734639,West Hartford,5/15/18,O,O,4,Local,137,DOVER RD,DOVER RD,,Fern Street
418924,41.754372,-72.736368,West Hartford,5/15/18,O,O,4,Local,371,PARK RD,PARK RD,501-N,
418746,41.730428,-72.725589,West Hartford,5/15/18,A,C,4,Local,342,NEW PARK AV,NEW PARK AV,529-E,
418096,41.737165,-72.726116,West Hartford,5/15/18,A,B,4,Local,486,TALCOTT RD,TALCOTT RD,,Chelton Ave
417939,41.769748,-72.72714,West Hartford,5/15/18,O,O,4,Local,177,FERN ST,FERN ST,,Foxcroft Road
420105,41.75714,-72.758009,West Hartford,5/16/18,A,C,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Wardwell Rd
418749,41.755865,-72.735829,West Hartford,5/16/18,O,O,4,Local,501,TROUT BROOK DR,TROUT BROOK DR,VERA ST,
418748,41.798446,-72.735802,West Hartford,5/16/18,A,C,4,Local,331,MOHEGAN DR,MOHEGAN DR,FULLER DR,
418747,41.74113783,-72.71782497,West Hartford,5/16/18,O,O,4,Local,342,NEW PARK AV,NEW PARK AV,,Jefferson Avenue
418097,41.740534,-72.718351,West Hartford,5/16/18,A,B,4,Local,342,NEW PARK AV,NEW PARK AV,JEFFERSON AV,
425758,41.764107,-72.732446,West Hartford,5/17/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,ARDMORE RD,
418777,41.764609,-72.74278,West Hartford,5/17/18,O,O,4,Local,347,NORTH MAIN ST,NORTH MAIN ST,,LOOMIS DR
418776,41.779002,-72.73668,West Hartford,5/17/18,A,C,4,Local,14,ASYLUM AV,ASYLUM AV,,Trout Brook Dr. 
418775,41.741408,-72.717518,West Hartford,5/17/18,A,C,4,Local,342,NEW PARK AV,NEW PARK AV,DARCY ST,
417984,41.732901,-72.731316,West Hartford,5/17/18,O,O,4,Local,395,QUAKER LANE SO,QUAKER LANE SO,,173-N
420229,41.761426,-72.744127,West Hartford,5/18/18,O,O,4,Local,169,FARMINGTON AV,FARMINGTON AV,,Lasalle Road
